Indicator Name,Geography,Year,Category,Subcategory,Number Low Birthweight,Number Live Births,Percent Low Birthweight,Lower 95% Confidence Limit,Upper 95% Confidence Limit
Low Birthweight,Del Norte,2021-2023,Race Alone and Ethnicity,Multiracial alone,10.0,63.0,15.87,8.86,26.81
Low Birthweight,Del Norte,2021-2023,Race Alone and Ethnicity,Black alone,0.0,2.0,0.0,0.0,0.0
Low Birthweight,Del Norte,2021-2023,Race Alone and Ethnicity,AIAN alone,0.0,78.0,0.0,0.0,0.0
Low Birthweight,Del Norte,2021-2023,Race Alone and Ethnicity,Asian alone,0.0,31.0,0.0,0.0,0.0
Low Birthweight,Del Norte,2021-2023,Race Alone and Ethnicity,NHPI alone,0.0,2.0,0.0,0.0,0.0
Low Birthweight,Del Norte,2021-2023,Race Alone and Ethnicity,White alone,25.0,402.0,6.22,4.25,9.02
Low Birthweight,Del Norte,2021-2023,Race Alone and Ethnicity,Other alone,0.0,0.0,0.0,0.0,0.0
Low Birthweight,Del Norte,2021-2023,Race Alone and Ethnicity,Unknown alone,0.0,22.0,0.0,0.0,0.0
Low Birthweight,El Dorado,2021-2023,Race Alone and Ethnicity,Hispanic of any race,69.0,896.0,7.7,6.13,9.63
Low Birthweight,El Dorado,2021-2023,Race Alone and Ethnicity,Multiracial alone,16.0,171.0,9.36,5.84,14.66
Low Birthweight,El Dorado,2021-2023,Race Alone and Ethnicity,Black alone,0.0,41.0,0.0,0.0,0.0
Low Birthweight,El Dorado,2021-2023,Race Alone and Ethnicity,AIAN alone,0.0,15.0,0.0,0.0,0.0
Low Birthweight,El Dorado,2021-2023,Race Alone and Ethnicity,Asian alone,26.0,242.0,10.74,7.44,15.28
Low Birthweight,El Dorado,2021-2023,Race Alone and Ethnicity,NHPI alone,0.0,14.0,0.0,0.0,0.0
Low Birthweight,El Dorado,2021-2023,Race Alone and Ethnicity,White alone,165.0,3077.0,5.36,4.62,6.22
Low Birthweight,El Dorado,2021-2023,Race Alone and Ethnicity,Other alone,0.0,4.0,0.0,0.0,0.0
Low Birthweight,El Dorado,2021-2023,Race Alone and Ethnicity,Unknown alone,13.0,133.0,9.77,5.8,16.01
Low Birthweight,Fresno,2021-2023,Race Alone and Ethnicity,Hispanic of any race,1831.0,24670.0,7.42,7.1,7.76
Low Birthweight,Fresno,2021-2023,Race Alone and Ethnicity,Multiracial alone,77.0,763.0,10.09,8.15,12.43
Low Birthweight,Fresno,2021-2023,Race Alone and Ethnicity,Black alone,254.0,1780.0,14.27,12.72,15.97
Low Birthweight,Fresno,2021-2023,Race Alone and Ethnicity,AIAN alone,0.0,174.0,0.0,0.0,0.0
Low Birthweight,Fresno,2021-2023,Race Alone and Ethnicity,Asian alone,447.0,4983.0,8.97,8.21,9.8
Low Birthweight,Fresno,2021-2023,Race Alone and Ethnicity,NHPI alone,14.0,68.0,20.59,12.68,31.64
Low Birthweight,Fresno,2021-2023,Race Alone and Ethnicity,White alone,491.0,7314.0,6.71,6.16,7.31
Low Birthweight,Fresno,2021-2023,Race Alone and Ethnicity,Other alone,0.0,34.0,0.0,0.0,0.0
Low Birthweight,Fresno,2021-2023,Race Alone and Ethnicity,Unknown alone,87.0,1212.0,7.18,5.86,8.77
Low Birthweight,Glenn,2021-2023,Race Alone and Ethnicity,Hispanic of any race,23.0,498.0,4.62,3.1,6.83
Low Birthweight,Glenn,2021-2023,Race Alone and Ethnicity,Multiracial alone,0.0,16.0,0.0,0.0,0.0
Low Birthweight,Glenn,2021-2023,Race Alone and Ethnicity,Black alone,0.0,2.0,0.0,0.0,0.0
Low Birthweight,Glenn,2021-2023,Race Alone and Ethnicity,AIAN alone,0.0,25.0,0.0,0.0,0.0
Low Birthweight,Glenn,2021-2023,Race Alone and Ethnicity,Asian alone,0.0,23.0,0.0,0.0,0.0
Low Birthweight,Glenn,2021-2023,Race Alone and Ethnicity,NHPI alone,0.0,1.0,0.0,0.0,0.0
Low Birthweight,Glenn,2021-2023,Race Alone and Ethnicity,White alone,24.0,464.0,5.17,3.5,7.58
Low Birthweight,Glenn,2021-2023,Race Alone and Ethnicity,Other alone,0.0,0.0,0.0,0.0,0.0
Low Birthweight,Glenn,2021-2023,Race Alone and Ethnicity,Unknown alone,0.0,6.0,0.0,0.0,0.0
Low Birthweight,Humboldt,2021-2023,Race Alone and Ethnicity,Hispanic of any race,41.0,659.0,6.22,4.62,8.33
Low Birthweight,Humboldt,2021-2023,Race Alone and Ethnicity,Multiracial alone,0.0,194.0,0.0,0.0,0.0
Low Birthweight,Humboldt,2021-2023,Race Alone and Ethnicity,Black alone,0.0,40.0,0.0,0.0,0.0
Low Birthweight,Humboldt,2021-2023,Race Alone and Ethnicity,AIAN alone,20.0,290.0,6.9,4.51,10.41
Low Birthweight,Humboldt,2021-2023,Race Alone and Ethnicity,Asian alone,16.0,148.0,10.81,6.76,16.84
Low Birthweight,Humboldt,2021-2023,Race Alone and Ethnicity,NHPI alone,0.0,16.0,0.0,0.0,0.0
Low Birthweight,Humboldt,2021-2023,Race Alone and Ethnicity,White alone,127.0,2085.0,6.09,5.14,7.2
Low Birthweight,Humboldt,2021-2023,Race Alone and Ethnicity,Other alone,0.0,1.0,0.0,0.0,0.0
Low Birthweight,Humboldt,2021-2023,Race Alone and Ethnicity,Unknown alone,11.0,107.0,10.28,5.84,17.48
Low Birthweight,Imperial,2021-2023,Race Alone and Ethnicity,Hispanic of any race,435.0,6796.0,6.4,5.84,7.01
Low Birthweight,Imperial,2021-2023,Race Alone and Ethnicity,Multiracial alone,0.0,15.0,0.0,0.0,0.0
Low Birthweight,Imperial,2021-2023,Race Alone and Ethnicity,Black alone,0.0,20.0,0.0,0.0,0.0
Low Birthweight,Imperial,2021-2023,Race Alone and Ethnicity,AIAN alone,0.0,43.0,0.0,0.0,0.0
Low Birthweight,Imperial,2021-2023,Race Alone and Ethnicity,Asian alone,0.0,38.0,0.0,0.0,0.0
Low Birthweight,Imperial,2021-2023,Race Alone and Ethnicity,NHPI alone,0.0,1.0,0.0,0.0,0.0
Low Birthweight,Imperial,2021-2023,Race Alone and Ethnicity,White alone,23.0,377.0,6.1,4.1,8.99
Low Birthweight,Imperial,2021-2023,Race Alone and Ethnicity,Other alone,0.0,0.0,0.0,0.0,0.0
Low Birthweight,Imperial,2021-2023,Race Alone and Ethnicity,Unknown alone,50.0,165.0,30.3,23.8,37.7
Low Birthweight,Inyo,2021-2023,Race Alone and Ethnicity,Hispanic of any race,15.0,138.0,10.87,6.7,17.16
Low Birthweight,Inyo,2021-2023,Race Alone and Ethnicity,Multiracial alone,0.0,31.0,0.0,0.0,0.0
Low Birthweight,Inyo,2021-2023,Race Alone and Ethnicity,Black alone,0.0,1.0,0.0,0.0,0.0
Low Birthweight,Inyo,2021-2023,Race Alone and Ethnicity,AIAN alone,0.0,57.0,0.0,0.0,0.0
Low Birthweight,Inyo,2021-2023,Race Alone and Ethnicity,Asian alone,0.0,12.0,0.0,0.0,0.0
Low Birthweight,Inyo,2021-2023,Race Alone and Ethnicity,NHPI alone,0.0,0.0,0.0,0.0,0.0
Low Birthweight,Inyo,2021-2023,Race Alone and Ethnicity,White alone,0.0,194.0,0.0,0.0,0.0
Low Birthweight,Inyo,2021-2023,Race Alone and Ethnicity,Other alone,0.0,0.0,0.0,0.0,0.0
Low Birthweight,Inyo,2021-2023,Race Alone and Ethnicity,Unknown alone,0.0,14.0,0.0,0.0,0.0
Low Birthweight,Kern,2021-2023,Race Alone and Ethnicity,Hispanic of any race,1477.0,19377.0,7.62,7.26,8.0
Low Birthweight,Kern,2021-2023,Race Alone and Ethnicity,Multiracial alone,75.0,661.0,11.35,9.15,13.99
Low Birthweight,Kern,2021-2023,Race Alone and Ethnicity,Black alone,224.0,1668.0,13.43,11.88,15.15
Low Birthweight,Kern,2021-2023,Race Alone and Ethnicity,AIAN alone,0.0,127.0,0.0,0.0,0.0
Low Birthweight,Kern,2021-2023,Race Alone and Ethnicity,Asian alone,161.0,1530.0,10.52,9.08,12.16
Low Birthweight,Kern,2021-2023,Race Alone and Ethnicity,NHPI alone,0.0,63.0,0.0,0.0,0.0
Low Birthweight,Kern,2021-2023,Race Alone and Ethnicity,White alone,828.0,12870.0,6.43,6.02,6.87
Low Birthweight,Kern,2021-2023,Race Alone and Ethnicity,Other alone,0.0,80.0,0.0,0.0,0.0
Low Birthweight,Kern,2021-2023,Race Alone and Ethnicity,Unknown alone,81.0,671.0,12.07,9.82,14.75
Low Birthweight,Kings,2021-2023,Race Alone and Ethnicity,Hispanic of any race,303.0,4069.0,7.45,6.68,8.29
Low Birthweight,Kings,2021-2023,Race Alone and Ethnicity,Multiracial alone,15.0,141.0,10.64,6.55,16.81
Low Birthweight,Kings,2021-2023,Race Alone and Ethnicity,Black alone,26.0,246.0,10.57,7.32,15.04
Low Birthweight,Kings,2021-2023,Race Alone and Ethnicity,AIAN alone,0.0,57.0,0.0,0.0,0.0
Low Birthweight,Kings,2021-2023,Race Alone and Ethnicity,Asian alone,12.0,203.0,5.91,3.41,10.05
Low Birthweight,Kings,2021-2023,Race Alone and Ethnicity,NHPI alone,0.0,14.0,0.0,0.0,0.0
Low Birthweight,Kings,2021-2023,Race Alone and Ethnicity,White alone,95.0,1433.0,6.63,5.45,8.04
Low Birthweight,Kings,2021-2023,Race Alone and Ethnicity,Other alone,0.0,5.0,0.0,0.0,0.0
Low Birthweight,Kings,2021-2023,Race Alone and Ethnicity,Unknown alone,0.0,66.0,0.0,0.0,0.0
Low Birthweight,Lake,2021-2023,Race Alone and Ethnicity,Hispanic of any race,56.0,748.0,7.49,5.81,9.6
Low Birthweight,Lake,2021-2023,Race Alone and Ethnicity,Multiracial alone,11.0,86.0,12.79,7.29,21.47
Low Birthweight,Lake,2021-2023,Race Alone and Ethnicity,Black alone,0.0,21.0,0.0,0.0,0.0
Low Birthweight,Lake,2021-2023,Race Alone and Ethnicity,AIAN alone,0.0,71.0,0.0,0.0,0.0
Low Birthweight,Lake,2021-2023,Race Alone and Ethnicity,Asian alone,0.0,21.0,0.0,0.0,0.0
Low Birthweight,Lake,2021-2023,Race Alone and Ethnicity,NHPI alone,0.0,2.0,0.0,0.0,0.0
Low Birthweight,Lake,2021-2023,Race Alone and Ethnicity,White alone,72.0,979.0,7.35,5.88,9.16
Low Birthweight,Lake,2021-2023,Race Alone and Ethnicity,Other alone,0.0,3.0,0.0,0.0,0.0
Low Birthweight,Lake,2021-2023,Race Alone and Ethnicity,Unknown alone,0.0,23.0,0.0,0.0,0.0
Low Birthweight,Lassen,2021-2023,Race Alone and Ethnicity,Hispanic of any race,0.0,154.0,0.0,0.0,0.0
Low Birthweight,Lassen,2021-2023,Race Alone and Ethnicity,Multiracial alone,0.0,53.0,0.0,0.0,0.0
Low Birthweight,Lassen,2021-2023,Race Alone and Ethnicity,Black alone,0.0,10.0,0.0,0.0,0.0
Low Birthweight,Lassen,2021-2023,Race Alone and Ethnicity,AIAN alone,0.0,16.0,0.0,0.0,0.0
Low Birthweight,Lassen,2021-2023,Race Alone and Ethnicity,Asian alone,0.0,19.0,0.0,0.0,0.0
Low Birthweight,Lassen,2021-2023,Race Alone and Ethnicity,NHPI alone,0.0,21.0,0.0,0.0,0.0
Low Birthweight,Lassen,2021-2023,Race Alone and Ethnicity,White alone,45.0,538.0,8.36,6.31,11.01
Low Birthweight,Lassen,2021-2023,Race Alone and Ethnicity,Other alone,0.0,0.0,0.0,0.0,0.0
Low Birthweight,Lassen,2021-2023,Race Alone and Ethnicity,Unknown alone,0.0,13.0,0.0,0.0,0.0
Low Birthweight,Los Angeles,2021-2023,Race Alone and Ethnicity,Hispanic of any race,11630.0,155990.0,7.46,7.33,7.59
Low Birthweight,Los Angeles,2021-2023,Race Alone and Ethnicity,Multiracial alone,421.0,4963.0,8.48,7.74,9.29
Low Birthweight,Los Angeles,2021-2023,Race Alone and Ethnicity,Black alone,2390.0,19239.0,12.42,11.96,12.9
Low Birthweight,Los Angeles,2021-2023,Race Alone and Ethnicity,AIAN alone,26.0,342.0,7.6,5.24,10.91
Low Birthweight,Los Angeles,2021-2023,Race Alone and Ethnicity,Asian alone,2871.0,33788.0,8.5,8.2,8.8
Low Birthweight,Los Angeles,2021-2023,Race Alone and Ethnicity,NHPI alone,48.0,544.0,8.82,6.72,11.5
Low Birthweight,Los Angeles,2021-2023,Race Alone and Ethnicity,White alone,3623.0,58546.0,6.19,6.0,6.39
Low Birthweight,Los Angeles,2021-2023,Race Alone and Ethnicity,Other alone,37.0,424.0,8.73,6.4,11.8
Low Birthweight,Los Angeles,2021-2023,Race Alone and Ethnicity,Unknown alone,757.0,7950.0,9.52,8.9,10.19
Low Birthweight,Madera,2021-2023,Race Alone and Ethnicity,Hispanic of any race,291.0,4656.0,6.25,5.59,6.98
Low Birthweight,Madera,2021-2023,Race Alone and Ethnicity,Multiracial alone,11.0,96.0,11.46,6.52,19.36
Low Birthweight,Madera,2021-2023,Race Alone and Ethnicity,Black alone,12.0,70.0,17.14,10.09,27.62
Low Birthweight,Madera,2021-2023,Race Alone and Ethnicity,AIAN alone,0.0,45.0,0.0,0.0,0.0
Low Birthweight,Madera,2021-2023,Race Alone and Ethnicity,Asian alone,17.0,159.0,10.69,6.78,16.45
Low Birthweight,Madera,2021-2023,Race Alone and Ethnicity,NHPI alone,0.0,4.0,0.0,0.0,0.0
Low Birthweight,Madera,2021-2023,Race Alone and Ethnicity,White alone,71.0,1247.0,5.69,4.54,7.12
Low Birthweight,Madera,2021-2023,Race Alone and Ethnicity,Other alone,0.0,6.0,0.0,0.0,0.0
Low Birthweight,Madera,2021-2023,Race Alone and Ethnicity,Unknown alone,0.0,111.0,0.0,0.0,0.0
Low Birthweight,Marin,2021-2023,Race Alone and Ethnicity,Hispanic of any race,126.0,2045.0,6.16,5.2,7.29
Low Birthweight,Marin,2021-2023,Race Alone and Ethnicity,Multiracial alone,18.0,217.0,8.29,5.31,12.73
Low Birthweight,Marin,2021-2023,Race Alone and Ethnicity,Black alone,13.0,113.0,11.5,6.85,18.69
Low Birthweight,Marin,2021-2023,Race Alone and Ethnicity,AIAN alone,0.0,5.0,0.0,0.0,0.0
Low Birthweight,Marin,2021-2023,Race Alone and Ethnicity,Asian alone,22.0,497.0,4.43,2.94,6.61
Low Birthweight,Marin,2021-2023,Race Alone and Ethnicity,NHPI alone,0.0,12.0,0.0,0.0,0.0
Low Birthweight,Marin,2021-2023,Race Alone and Ethnicity,White alone,154.0,3253.0,4.73,4.06,5.52
Low Birthweight,Marin,2021-2023,Race Alone and Ethnicity,Other alone,0.0,9.0,0.0,0.0,0.0
Low Birthweight,Marin,2021-2023,Race Alone and Ethnicity,Unknown alone,42.0,610.0,6.89,5.13,9.18
Low Birthweight,Mariposa,2021-2023,Race Alone and Ethnicity,Hispanic of any race,11.0,88.0,12.5,7.13,21.01
Low Birthweight,Mariposa,2021-2023,Race Alone and Ethnicity,Multiracial alone,0.0,20.0,0.0,0.0,0.0
Low Birthweight,Mariposa,2021-2023,Race Alone and Ethnicity,Black alone,0.0,5.0,0.0,0.0,0.0
Low Birthweight,Mariposa,2021-2023,Race Alone and Ethnicity,AIAN alone,0.0,10.0,0.0,0.0,0.0
Low Birthweight,Mariposa,2021-2023,Race Alone and Ethnicity,Asian alone,0.0,2.0,0.0,0.0,0.0
Low Birthweight,Mariposa,2021-2023,Race Alone and Ethnicity,NHPI alone,0.0,1.0,0.0,0.0,0.0
Low Birthweight,Mariposa,2021-2023,Race Alone and Ethnicity,White alone,23.0,326.0,7.06,4.75,10.36
Low Birthweight,Mariposa,2021-2023,Race Alone and Ethnicity,Other alone,0.0,0.0,0.0,0.0,0.0
Low Birthweight,Mariposa,2021-2023,Race Alone and Ethnicity,Unknown alone,0.0,14.0,0.0,0.0,0.0
Low Birthweight,Mendocino,2021-2023,Race Alone and Ethnicity,Hispanic of any race,65.0,1074.0,6.05,4.78,7.64
Low Birthweight,Mendocino,2021-2023,Race Alone and Ethnicity,Multiracial alone,0.0,99.0,0.0,0.0,0.0
Low Birthweight,Mendocino,2021-2023,Race Alone and Ethnicity,Black alone,0.0,16.0,0.0,0.0,0.0
Low Birthweight,Mendocino,2021-2023,Race Alone and Ethnicity,AIAN alone,10.0,127.0,7.87,4.33,13.89
Low Birthweight,Mendocino,2021-2023,Race Alone and Ethnicity,Asian alone,0.0,41.0,0.0,0.0,0.0
Low Birthweight,Mendocino,2021-2023,Race Alone and Ethnicity,NHPI alone,0.0,1.0,0.0,0.0,0.0
Low Birthweight,Mendocino,2021-2023,Race Alone and Ethnicity,White alone,74.0,1165.0,6.35,5.09,7.9
Low Birthweight,Mendocino,2021-2023,Race Alone and Ethnicity,Other alone,0.0,1.0,0.0,0.0,0.0
Low Birthweight,Mendocino,2021-2023,Race Alone and Ethnicity,Unknown alone,0.0,36.0,0.0,0.0,0.0
Low Birthweight,Merced,2021-2023,Race Alone and Ethnicity,Hispanic of any race,534.0,8191.0,6.52,6.0,7.07
Low Birthweight,Merced,2021-2023,Race Alone and Ethnicity,Multiracial alone,0.0,126.0,0.0,0.0,0.0
Low Birthweight,Merced,2021-2023,Race Alone and Ethnicity,Black alone,40.0,285.0,14.04,10.48,18.55
Low Birthweight,Merced,2021-2023,Race Alone and Ethnicity,AIAN alone,0.0,26.0,0.0,0.0,0.0
Low Birthweight,Merced,2021-2023,Race Alone and Ethnicity,Asian alone,64.0,747.0,8.57,6.77,10.79
Low Birthweight,Merced,2021-2023,Race Alone and Ethnicity,NHPI alone,0.0,21.0,0.0,0.0,0.0
Low Birthweight,Merced,2021-2023,Race Alone and Ethnicity,White alone,120.0,1988.0,6.04,5.07,7.17
Low Birthweight,Merced,2021-2023,Race Alone and Ethnicity,Other alone,0.0,8.0,0.0,0.0,0.0
Low Birthweight,Merced,2021-2023,Race Alone and Ethnicity,Unknown alone,29.0,100.0,29.0,21.01,38.54
Low Birthweight,Modoc,2021-2023,Race Alone and Ethnicity,Hispanic of any race,0.0,38.0,0.0,0.0,0.0
Low Birthweight,Modoc,2021-2023,Race Alone and Ethnicity,Multiracial alone,0.0,15.0,0.0,0.0,0.0
Low Birthweight,Modoc,2021-2023,Race Alone and Ethnicity,Black alone,0.0,3.0,0.0,0.0,0.0
Low Birthweight,Modoc,2021-2023,Race Alone and Ethnicity,AIAN alone,0.0,10.0,0.0,0.0,0.0
Low Birthweight,Modoc,2021-2023,Race Alone and Ethnicity,Asian alone,0.0,2.0,0.0,0.0,0.0
Low Birthweight,Modoc,2021-2023,Race Alone and Ethnicity,NHPI alone,0.0,1.0,0.0,0.0,0.0
Low Birthweight,Modoc,2021-2023,Race Alone and Ethnicity,White alone,18.0,174.0,10.34,6.64,15.76
Low Birthweight,Modoc,2021-2023,Race Alone and Ethnicity,Other alone,0.0,0.0,0.0,0.0,0.0
Low Birthweight,Modoc,2021-2023,Race Alone and Ethnicity,Unknown alone,0.0,8.0,0.0,0.0,0.0
Low Birthweight,Mono,2021-2023,Race Alone and Ethnicity,Hispanic of any race,14.0,157.0,8.92,5.39,14.41
Low Birthweight,Mono,2021-2023,Race Alone and Ethnicity,Multiracial alone,0.0,11.0,0.0,0.0,0.0
Low Birthweight,Mono,2021-2023,Race Alone and Ethnicity,Black alone,0.0,2.0,0.0,0.0,0.0
Low Birthweight,Mono,2021-2023,Race Alone and Ethnicity,AIAN alone,0.0,7.0,0.0,0.0,0.0
Low Birthweight,Mono,2021-2023,Race Alone and Ethnicity,Asian alone,0.0,3.0,0.0,0.0,0.0
Low Birthweight,Mono,2021-2023,Race Alone and Ethnicity,NHPI alone,0.0,0.0,0.0,0.0,0.0
Low Birthweight,Mono,2021-2023,Race Alone and Ethnicity,White alone,12.0,186.0,6.45,3.73,10.94
Low Birthweight,Mono,2021-2023,Race Alone and Ethnicity,Other alone,0.0,0.0,0.0,0.0,0.0
Low Birthweight,Mono,2021-2023,Race Alone and Ethnicity,Unknown alone,0.0,5.0,0.0,0.0,0.0
Low Birthweight,Monterey,2021-2023,Race Alone and Ethnicity,Hispanic of any race,864.0,12641.0,6.83,6.41,7.29
Low Birthweight,Monterey,2021-2023,Race Alone and Ethnicity,Multiracial alone,16.0,298.0,5.37,3.33,8.54
Low Birthweight,Monterey,2021-2023,Race Alone and Ethnicity,Black alone,10.0,120.0,8.33,4.59,14.66
Low Birthweight,Monterey,2021-2023,Race Alone and Ethnicity,AIAN alone,0.0,26.0,0.0,0.0,0.0
Low Birthweight,Monterey,2021-2023,Race Alone and Ethnicity,Asian alone,43.0,471.0,9.13,6.85,12.07
Low Birthweight,Monterey,2021-2023,Race Alone and Ethnicity,NHPI alone,0.0,46.0,0.0,0.0,0.0
Low Birthweight,Monterey,2021-2023,Race Alone and Ethnicity,White alone,137.0,2550.0,5.37,4.56,6.32
Low Birthweight,Monterey,2021-2023,Race Alone and Ethnicity,Other alone,0.0,7.0,0.0,0.0,0.0
Low Birthweight,Monterey,2021-2023,Race Alone and Ethnicity,Unknown alone,58.0,312.0,18.59,14.66,23.28
Low Birthweight,Napa,2021-2023,Race Alone and Ethnicity,Hispanic of any race,141.0,1811.0,7.79,6.64,9.11
Low Birthweight,Napa,2021-2023,Race Alone and Ethnicity,Multiracial alone,0.0,82.0,0.0,0.0,0.0
Low Birthweight,Napa,2021-2023,Race Alone and Ethnicity,Black alone,0.0,53.0,0.0,0.0,0.0
Low Birthweight,Napa,2021-2023,Race Alone and Ethnicity,AIAN alone,0.0,3.0,0.0,0.0,0.0
Low Birthweight,Napa,2021-2023,Race Alone and Ethnicity,Asian alone,19.0,232.0,8.19,5.31,12.44
Low Birthweight,Napa,2021-2023,Race Alone and Ethnicity,NHPI alone,0.0,9.0,0.0,0.0,0.0
Low Birthweight,Napa,2021-2023,Race Alone and Ethnicity,White alone,67.0,1268.0,5.28,4.18,6.66
Low Birthweight,Napa,2021-2023,Race Alone and Ethnicity,Other alone,0.0,3.0,0.0,0.0,0.0
Low Birthweight,Napa,2021-2023,Race Alone and Ethnicity,Unknown alone,0.0,124.0,0.0,0.0,0.0
Low Birthweight,Nevada,2021-2023,Race Alone and Ethnicity,Hispanic of any race,21.0,378.0,5.56,3.66,8.34
Low Birthweight,Nevada,2021-2023,Race Alone and Ethnicity,Multiracial alone,0.0,106.0,0.0,0.0,0.0
Low Birthweight,Nevada,2021-2023,Race Alone and Ethnicity,Black alone,0.0,12.0,0.0,0.0,0.0
Low Birthweight,Nevada,2021-2023,Race Alone and Ethnicity,AIAN alone,0.0,10.0,0.0,0.0,0.0
Low Birthweight,Nevada,2021-2023,Race Alone and Ethnicity,Asian alone,0.0,45.0,0.0,0.0,0.0
Low Birthweight,Nevada,2021-2023,Race Alone and Ethnicity,NHPI alone,0.0,2.0,0.0,0.0,0.0
Low Birthweight,Nevada,2021-2023,Race Alone and Ethnicity,White alone,86.0,1729.0,4.97,4.05,6.1
Low Birthweight,Nevada,2021-2023,Race Alone and Ethnicity,Other alone,0.0,1.0,0.0,0.0,0.0
Low Birthweight,Nevada,2021-2023,Race Alone and Ethnicity,Unknown alone,0.0,76.0,0.0,0.0,0.0
Low Birthweight,Orange,2021-2023,Race Alone and Ethnicity,Hispanic of any race,2836.0,38067.0,7.45,7.19,7.72
Low Birthweight,Orange,2021-2023,Race Alone and Ethnicity,Multiracial alone,117.0,1929.0,6.07,5.08,7.22
Low Birthweight,Orange,2021-2023,Race Alone and Ethnicity,Black alone,137.0,1227.0,11.17,9.52,13.05
Low Birthweight,Orange,2021-2023,Race Alone and Ethnicity,AIAN alone,0.0,75.0,0.0,0.0,0.0
Low Birthweight,Orange,2021-2023,Race Alone and Ethnicity,Asian alone,1585.0,19017.0,8.33,7.95,8.74
Low Birthweight,Orange,2021-2023,Race Alone and Ethnicity,NHPI alone,19.0,216.0,8.8,5.7,13.33
